DATE,Invoice No,Customer Name,Balance,DAYS,Salesman Name
26/08/2025,15001031,ABRAJ SHAFA TRADING,151.2525,195,ANAS
09/09/2025,15001160,ABRAJ SHAFA TRADING,84.2625,181,ANAS
21/09/2025,15001269,ABRAJ SHAFA TRADING,44.625,169,ANAS
22/09/2025,15001285,ABRAJ SHAFA TRADING,7.35,168,ANAS
15/11/2025,15001721,ABU HANI ALAJMI INTERNATIONAL LLC,68.565,114,ANAS
10/01/2026,15002543,ABU HANI ALAJMI INTERNATIONAL LLC,438.9,58,ANAS
31/08/2025,15001077,ABU MALAK ALSAMSAMI TRADING,100,190,ANAS
05/11/2025,15001699,ABU MALAK ALSAMSAMI TRADING,1.74,124,ANAS
06/01/2026,15002456,ABU MALAK ALSAMSAMI TRADING,67.62,62,ANAS
17/02/2026,15003072,ABU MALAK ALSAMSAMI TRADING,38.325,20,ANAS
03/09/2025,15001115,ABU MALAK ALSAMSAMI TRADING- SEEB BRANCH,7.44,187,ANAS
14/02/2026,15003025,ABU MALAK ALSAMSAMI TRADING- SEEB BRANCH,21,23,ANAS
07/08/2025,15000818,ADNAN BIN MOHAMMED AL BALUSHI TRADING,0.7325,214,ANAS
26/10/2025,15001616,ADNAN BIN MOHAMMED AL BALUSHI TRADING,323.19,134,ANAS
22/11/2025,15001882,ADNAN BIN MOHAMMED AL BALUSHI TRADING,55.23,107,ANAS
25/11/2025,15001942,ADVANCED INFORMATION SYSTEM,95.13,104,ANAS
20/12/2025,15002230,ADVANCED INFORMATION SYSTEM,136.92,79,ANAS
09/02/2026,15002972,ADVANCED INFORMATION SYSTEM,71.925,28,ANAS
31/08/2025,15001092,AL AFAQ UNITED INTERNATIONAL LLC,57.015,190,ANAS
29/01/2026,15002849,AL AFIYA GATE SUR,69.3,39,ANAS
09/02/2026,15002984,AL AFIYA GATE SUR,83.475,28,ANAS
03/11/2025,15001686,AL BASMA ELECTRONICS LLC AL SEEB BRANCH,322.875,126,ANAS
20/11/2025,15001873,AL BASMA ELECTRONICS LLC AL SEEB BRANCH,304.5,109,ANAS
20/11/2025,15001874,AL BASMA ELECTRONICS LLC AL SEEB BRANCH,63,109,ANAS
03/12/2025,15002028,AL BASMA ELECTRONICS LLC AL SEEB BRANCH,168,96,ANAS
08/12/2025,15002074,AL BASMA ELECTRONICS LLC AL SEEB BRANCH,472.5,91,ANAS
27/12/2025,15002298,AL BASMA ELECTRONICS LLC AL SEEB BRANCH,1317.75,72,ANAS
26/01/2026,15002786,AL BASMA ELECTRONICS LLC AL SEEB BRANCH,760.2,42,ANAS
02/12/2025,15002012,AL OSAN COMPLETE ENTERPRISES LLC,324.24,97,ANAS
04/12/2025,15002036,AL OSAN COMPLETE ENTERPRISES LLC,22.05,95,ANAS
09/12/2025,15002092,AL OSAN COMPLETE ENTERPRISES LLC,694.05,90,ANAS
15/12/2025,15002178,AL OSAN COMPLETE ENTERPRISES LLC,564.9,84,ANAS
27/12/2025,15002301,AL OSAN COMPLETE ENTERPRISES LLC,178.5,72,ANAS
29/12/2025,15002337,AL OSAN COMPLETE ENTERPRISES LLC,119.7,70,ANAS
30/12/2025,15002358,AL OSAN COMPLETE ENTERPRISES LLC,330.225,69,ANAS
03/01/2026,15002394,AL OSAN COMPLETE ENTERPRISES LLC,70.35,65,ANAS
06/01/2026,15002464,AL OSAN COMPLETE ENTERPRISES LLC,782.46,62,ANAS
06/01/2026,15002510,AL OSAN COMPLETE ENTERPRISES LLC,2887.5,62,ANAS
21/01/2026,15002661,AL OSAN COMPLETE ENTERPRISES LLC,1514.625,47,ANAS
10/02/2026,15003002,AL OSAN COMPLETE ENTERPRISES LLC,594.3,27,ANAS
04/03/2026,15003220,AL OSAN COMPLETE ENTERPRISES LLC,178.5,5,ANAS
04/03/2026,15003222,AL OSAN COMPLETE ENTERPRISES LLC,178.5,5,ANAS
19/08/2025,15000984,AL QABAYEL DISCOUNT CENTER LLC-BOUSHER,0.765,202,ANAS
02/11/2025,15001678,AL QABAYEL DISCOUNT CENTER LLC-BOUSHER,0.89,127,ANAS
12/01/2026,15002567,AL QABAYEL DISCOUNT CENTER LLC-BOUSHER,681.66,56,ANAS
13/01/2026,15002585,AL QABAYEL DISCOUNT CENTER LLC-HAIL,289.8,55,ANAS
27/01/2026,15002803,AL QABAYEL DISCOUNT CENTER LLC-HAIL,306.075,41,ANAS
08/03/2026,15003268,AL QABAYEL DISCOUNT CENTER LLC-HAIL,323.61,1,ANAS
08/09/2025,15001152,AL QABAYEL DISCOUNT CENTER LLC-MABELLA,0.56,182,ANAS
12/11/2025,15001779,AL QABAYEL DISCOUNT CENTER LLC-MABELLA,0.52,117,ANAS
26/01/2026,15002781,AL QABAYEL DISCOUNT CENTER LLC-MABELLA,282.87,42,ANAS
01/12/2025,15001989,AL QAISAR AL WATANYAH LILASTHAMAR,3.53,98,ANAS
16/12/2025,15002195,AL QAISAR AL WATANYAH LILASTHAMAR,47.25,83,ANAS
13/01/2026,15002583,AL QAISAR AL WATANYAH LILASTHAMAR,54.915,55,ANAS
17/11/2025,15001817,AL SHAAER INERNATIONAL,34.65,112,ANAS
26/01/2026,15002772,AL SHAAER INERNATIONAL,92.295,42,ANAS
28/01/2026,15002829,ALMAS ALKHOUDH LLC,52.395,40,ANAS
04/03/2026,15003221,ALMAS ALKHOUDH LLC,43.785,5,ANAS
04/03/2026,15003223,ALMAS ALKHOUDH LLC,43.785,5,ANAS
05/11/2025,15001707,AMJAD MODERN TEAMS LIMITED (GULF STAR) BRANCH-2,10.01,124,ANAS
23/10/2025,15001604,AMWAJ AL SAROOJ TRAD LLC  (CELL POINT),35.2875,137,ANAS
03/11/2025,15001689,AMWAJ AL SAROOJ TRAD LLC  (CELL POINT),73.71,126,ANAS
17/11/2025,15001835,AMWAJ AL SAROOJ TRAD LLC  (CELL POINT),18.9,112,ANAS
23/11/2025,15001906,AMWAJ AL SAROOJ TRAD LLC  (CELL POINT),89.25,106,ANAS
13/12/2025,15002151,AMWAJ AL SAROOJ TRAD LLC  (CELL POINT),135.975,86,ANAS
22/01/2026,15002714,AMWAJ AL SAROOJ TRAD LLC  (CELL POINT),222.705,46,ANAS
18/11/2025,15001851,ARTIFICAL INTELIGENCE LLC,1.5,111,ANAS
24/11/2025,15001917,ASHTEL SPARES (NIZWA),889.345,105,ANAS
03/09/2025,15001117,ASHTEL SPARES LLC (EASY STORE SEEB BRNCH),188.995,187,ANAS
05/10/2025,15001419,ASHTEL SPARES LLC (EASY STORE SEEB BRNCH),78.75,155,ANAS
16/10/2025,15001522,ASHTEL SPARES LLC (EASY STORE SEEB BRNCH),210,144,ANAS
18/10/2025,15001537,ASHTEL SPARES LLC (EASY STORE SEEB BRNCH),239.4,142,ANAS
19/10/2025,15001556,ASHTEL SPARES LLC (EASY STORE SEEB BRNCH),110.25,141,ANAS
22/10/2025,15001590,ASHTEL SPARES LLC (EASY STORE SEEB BRNCH),60.9,138,ANAS
23/11/2025,15001907,ASHTEL SPARES LLC (EASY STORE SEEB BRNCH),454.44,106,ANAS
21/12/2025,15002236,ASHTEL SPARES LLC (EASY STORE SEEB BRNCH),71.4,78,ANAS
28/12/2025,15002311,ASHTEL SPARES LLC (EASY STORE SEEB BRNCH),117.075,71,ANAS
03/01/2026,15002389,ASHTEL SPARES LLC (EASY STORE SEEB BRNCH),89.25,65,ANAS
08/01/2026,15002524,ASHTEL SPARES LLC (EASY STORE SEEB BRNCH),94.5,60,ANAS
11/01/2026,15002550,ASHTEL SPARES LLC (EASY STORE SEEB BRNCH),202.125,57,ANAS
25/01/2026,15002762,ASHTEL SPARES LLC (EASY STORE SEEB BRNCH),276.15,43,ANAS
27/01/2026,15002804,ASHTEL SPARES LLC (EASY STORE SEEB BRNCH),93.45,41,ANAS
15/11/2025,15001798,ASHTEL SPARES LLC (JALAN BUALI),93.14,114,ANAS
16/11/2025,15001807,ASHTEL SPARES LLC (JALAN BUALI),243.6,113,ANAS
22/11/2025,15001884,ASHTEL SPARES LLC (JALAN BUALI),92.4,107,ANAS
25/11/2025,15001936,ASHTEL SPARES LLC (JALAN BUALI),168,104,ANAS
03/12/2025,15002031,ASHTEL SPARES LLC (JALAN BUALI),583.8,96,ANAS
04/12/2025,15002037,ASHTEL SPARES LLC (JALAN BUALI),94.5,95,ANAS
08/12/2025,15002075,ASHTEL SPARES LLC (JALAN BUALI),441.525,91,ANAS
19/01/2026,15002614,ASHTEL SPARES LLC (JALAN BUALI),535.5,49,ANAS
09/02/2026,15002979,ASHTEL SPARES LLC (JALAN BUALI),199.5,28,ANAS
19/02/2026,15003116,ASHTEL SPARES LLC (JALAN BUALI),178.71,18,ANAS
03/01/2026,15002398,ATIF INTERNATIONAL LLC,37.59,65,ANAS
05/02/2026,15002939,ATIF INTERNATIONAL LLC,66.885,32,ANAS
20/12/2025,15002228,AYMAN SAID NASSER AL NADIRI TRAD.,217.77,79,ANAS
05/01/2026,15002442,AYMAN SAID NASSER AL NADIRI TRAD.,75.6,63,ANAS
13/01/2026,15002586,AYMAN SAID NASSER AL NADIRI TRAD.,692.895,55,ANAS
19/01/2026,15002627,AYMAN SAID NASSER AL NADIRI TRAD.,473.55,49,ANAS
09/02/2026,15002980,AYMAN SAID NASSER AL NADIRI TRAD.,112.35,28,ANAS
08/12/2025,15002078,AYNAN ALWATANIYA (NIZWA BR.),240.975,91,ANAS
30/12/2025,15002362,AYNAN ALWATANIYA (NIZWA BR.),63,69,ANAS
17/02/2026,15003071,AYNAN ALWATANIYA (NIZWA BR.),89.25,20,ANAS
04/03/2026,15003224,AYNAN ALWATANIYA (NIZWA BR.),63,5,ANAS
17/11/2025,15001813,AYNAN ALWATANIYA (SEEB BR.),176.01,112,ANAS
30/12/2025,15002365,AYNAN ALWATANIYA (SEEB BR.),670.95,69,ANAS
25/01/2026,15002759,AYNAN ALWATANIYA (SEEB BR.),456.75,43,ANAS
15/02/2026,15003043,AYNAN ALWATANIYA (SEEB BR.),89.25,22,ANAS
18/02/2026,15003098,AYNAN ALWATANIYA (SEEB BR.),94.5,19,ANAS
29/10/2025,15001640,AYNAN ALWATANIYA (SUR),162.75,131,ANAS
30/12/2025,15002355,BIG SHOP FOR TRADE SPC-MEBELLA,110.915,69,ANAS
05/01/2026,15002436,BIG SHOP FOR TRADE SPC-MEBELLA,126,63,ANAS
20/01/2026,15002650,BIG SHOP FOR TRADE SPC-MEBELLA,1655.325,48,ANAS
31/01/2026,15002858,BIG SHOP FOR TRADE SPC-MEBELLA,1123.5525,37,ANAS
02/03/2026,15003204,BIG SHOP FOR TRADE SPC-MEBELLA,169.05,7,ANAS
21/01/2026,15002658,BIG SHOP FOR TRADE SPC-SOHAR,674.1,47,ANAS
05/01/2026,15002434,BIG SHOP FOR TRADE SPC-SUWAIQ,465.78,63,ANAS
20/01/2026,15002641,BIG SHOP FOR TRADE SPC-SUWAIQ,522.375,48,ANAS
23/02/2026,15003140,BIG SHOP FOR TRADE SPC-SUWAIQ,248.85,14,ANAS
07/10/2025,15001433,BLUE SPACE GLOBAE SPC,0.5215,153,ANAS
13/09/2025,15001192,BLUE SPACE GLOBAL SPC (PHONORA),165.775,177,ANAS
21/09/2025,15001267,BLUE SPACE GLOBAL SPC (PHONORA),89.6175,169,ANAS
16/10/2025,15001527,BLUE SPACE GLOBAL SPC (PHONORA),95.0775,144,ANAS
10/12/2025,15002107,BLUE SPACE GLOBAL SPC (PHONORA),152.04,89,ANAS
25/01/2026,15002747,BLUE SPACE GLOBAL SPC (PHONORA),108.465,43,ANAS
30/09/2025,15001373,CARE UNITED TRADING CO.,1.5,160,ANAS
27/10/2025,15001627,CARE UNITED TRADING CO.,138.6,133,ANAS
18/11/2025,15001846,CARE UNITED TRADING CO.,582.75,111,ANAS
02/02/2026,15002874,CARE UNITED TRADING CO.,1761.9,35,ANAS
14/02/2026,15003024,CARE UNITED TRADING CO.,362.25,23,ANAS
25/09/2025,15001331,DEER UNITED ENT LLC ( ASHARUDHEEN PM ),53.12,165,ANAS
23/08/2025,15001014,DEER UNITED ENT. LLC,13.115,198,ANAS
28/08/2025,15001063,DEER UNITED ENT. LLC,29.4,193,ANAS
30/09/2025,15001382,DIGITAL CHALLENGE FOR COMPUTERS & PHONES,115.5,160,ANAS
17/12/2025,15002207,FUTURE TARGET TRADING,1209.6,82,ANAS
03/01/2026,15002391,FUTURE TARGET TRADING,235.725,65,ANAS
17/02/2026,15003091,FUTURE TARGET TRADING,1508.85,20,ANAS
08/10/2025,15001447,GLOBAL BUSINESS AND INVESTMENT SOLUTIONS,0.605,152,ANAS
18/11/2025,15001837,HDAB AL AMRAT ALRAYDT LLC,123.9,111,ANAS
24/11/2025,15001932,HDAB AL AMRAT ALRAYDT LLC,567,105,ANAS
30/11/2025,15001968,HDAB AL AMRAT ALRAYDT LLC,109.2,99,ANAS
19/01/2026,15002621,HDAB AL AMRAT ALRAYDT LLC,78.75,49,ANAS
29/01/2026,15002840,HDAB AL AMRAT ALRAYDT LLC,714,39,ANAS
29/01/2026,15002852,HDAB AL AMRAT ALRAYDT LLC,178.5,39,ANAS
11/09/2025,15001182,IBN AL FIZARI TRADING (BRANCH 2),18.3225,179,ANAS
22/09/2025,15001279,IBN ALFIZARI TRADING,24.035,168,ANAS
15/09/2025,15001228,INNOVATIVE CAPITAL LLC,177.595,175,ANAS
04/01/2026,15002414,LWLWT ALBHR AL ALMYT LIMITED PARTNERSHIP,71.2,64,ANAS
21/01/2026,15002691,LWLWT ALBHR AL ALMYT LIMITED PARTNERSHIP,131.775,47,ANAS
07/08/2025,15000817,MASHREE ABDULLAH ALZADJALI ALMUTAMAIZA,6.62,214,ANAS
04/01/2026,15002404,MASHREE ABDULLAH ALZADJALI ALMUTAMAIZA,28.875,64,ANAS
18/02/2026,15003100,MASHREE ABDULLAH ALZADJALI ALMUTAMAIZA,10.5,19,ANAS
12/01/2026,15002573,MOHAMMED RITAD ALAM TRAD SPC,62.58,56,ANAS
02/12/2025,15001990,MUHAMMED BIN MAJID BIN SALIM BARAIDI TRAD SPC,32.025,97,ANAS
13/12/2025,15002149,MUHAMMED BIN MAJID BIN SALIM BARAIDI TRAD SPC,51.0825,86,ANAS
27/12/2025,15002300,MUHAMMED BIN MAJID BIN SALIM BARAIDI TRAD SPC,44.52,72,ANAS
21/01/2026,15002689,MUHAMMED BIN MAJID BIN SALIM BARAIDI TRAD SPC,64.68,47,ANAS
28/01/2026,15002822,MUHAMMED BIN MAJID BIN SALIM BARAIDI TRAD SPC,44.1,40,ANAS
14/02/2026,15003029,NADER BIN SULTHAN PROJECTS (7M),212.31,23,ANAS
26/02/2026,15003173,NADER BIN SULTHAN PROJECTS (7M),134.925,11,ANAS
12/01/2026,15002572,NASEEM SUR TRADING,29.795,56,ANAS
28/10/2025,15001634,NIZWA UNITED SPC (SUNRISE MOBILE),131.79,132,ANAS
01/12/2025,15001982,NIZWA UNITED SPC (SUNRISE MOBILE),7.35,98,ANAS
03/01/2026,15002401,NIZWA UNITED SPC (SUNRISE MOBILE),99.54,65,ANAS
31/08/2025,15001086,NOOR AL MOSTAQBAL FOR ADVANCED BUSINESS SPC,70,190,ANAS
09/11/2025,15001722,PRINCE JEWEL,18.85,120,ANAS
14/02/2026,15003027,PRO PHONES SMART & TRADING,42,23,ANAS
03/01/2026,15002397,QUICK STORE,24.15,65,ANAS
05/01/2026,15002446,QUICK STORE,131.25,63,ANAS
20/01/2026,15002653,QUMAT ALSEEB AL SHAMILAH LLC,103.555,48,ANAS
25/01/2026,15002753,QUMAT ALSEEB AL SHAMILAH LLC,42,43,ANAS
29/12/2025,15002327,RASHID BIN MASOUD AL HASHMI TRAD&CONTRACTING,194.25,70,ANAS
30/12/2025,15002364,RASHID BIN MASOUD AL HASHMI TRAD&CONTRACTING,374.85,69,ANAS
04/01/2026,15002420,RASHID BIN MASOUD AL HASHMI TRAD&CONTRACTING,178.5,64,ANAS
06/01/2026,15002460,RASHID BIN MASOUD AL HASHMI TRAD&CONTRACTING,136.5,62,ANAS
19/01/2026,15002601,RASHID BIN MASOUD AL HASHMI TRAD&CONTRACTING,78.75,49,ANAS
19/01/2026,15002619,RASHID BIN MASOUD AL HASHMI TRAD&CONTRACTING,530.25,49,ANAS
16/11/2025,15001804,SAFOOH AL SEEB,13.83,113,ANAS
08/12/2025,15002085,SAFOOH AL SEEB,54.81,91,ANAS
26/02/2026,15003175,SAFOOH AL SEEB,50.715,11,ANAS
29/01/2026,15002850,SAID ALI MART SALALH,220.605,39,ANAS
02/02/2026,15002885,SAID ALI MART SALALH,199.08,35,ANAS
23/09/2025,15001292,SAUD NASSER AL SHIBLI TRADING,130.9325,167,ANAS
22/09/2025,15001283,SERAJ AL LAIL TRADING,4.575,168,ANAS
04/03/2026,15003227,SERAJ AL LAIL TRADING,168.21,5,ANAS
30/09/2025,15001387,SHATI AL RAFAYA TRADING,125.13,160,ANAS
08/10/2025,15001442,SHATI AL RAFAYA TRADING,89.25,152,ANAS
08/09/2025,15001153,SHATI SUR LILAMAL (MOBILE MEDIA BR. 2),997.58,182,ANAS
23/10/2025,15001605,SHATI SUR LILAMAL (MOBILE MEDIA BR. 2),391.125,137,ANAS
21/10/2025,15001577,SHATI SUR LILAMAL (MOBILE MEDIA),87.69,139,ANAS
16/08/2025,15000924,SKY HUB TRADING LLC (AZIBA BR.),70.015,205,ANAS
23/09/2025,15001291,SKY HUB TRADING LLC (AZIBA BR.),109.7775,167,ANAS
23/10/2025,15001602,SKY HUB TRADING LLC (AZIBA BR.),61.845,137,ANAS
05/01/2026,15002444,SKY ORBIT FOR MODERN TECHNOLOGY LLC,34.125,63,ANAS
09/02/2026,15002982,SKY ORBIT FOR MODERN TECHNOLOGY LLC,203.175,28,ANAS
27/01/2026,15002802,STARTECH MIDDLE EAST,79.59,41,ANAS
26/02/2026,15003169,STARTECH MIDDLE EAST,24.15,11,ANAS
02/11/2025,15001675,SULEIMAN SALEH AL BALUSHI TRADING,85.29,127,ANAS
12/01/2026,15002574,SULEIMAN SALEH AL BALUSHI TRADING,30.03,56,ANAS
25/01/2026,15002760,SULEIMAN SALEH AL BALUSHI TRADING,58.275,43,ANAS
29/01/2026,15002843,SULEIMAN SALEH AL BALUSHI TRADING,39.375,39,ANAS
12/01/2026,15002569,TARIQ AL ARAIMI & TRADING PARTNER,34.44,56,ANAS
28/01/2026,15002824,TECH CITY INTERNATIONAL AND TRADING LLC,73.5,40,ANAS
09/11/2025,15001739,THE PHONES WORLD JOINT PARTNERSHIP,60.01,120,ANAS
22/09/2025,15001288,TOP STAR,216.405,168,ANAS
17/08/2025,15000946,TOUCH OF INNOVATION FOR BUSINESS AND INVESTMENT LLC,218.61,204,ANAS
20/08/2025,15001001,UNITED INTERNATIONAL SINAW,5.625,201,ANAS
01/12/2025,15001988,ZAAD AL KHALEEJ TRAD & CONT,49.26,98,ANAS
29/12/2025,15002340,ZAAD AL KHALEEJ TRAD & CONT,23.1,70,ANAS
05/11/2025,15001706,ZAMZAM SERVICES AND TRADE LLC,76.545,124,ANAS
23/02/2026,15003142,ZAMZAM SERVICES AND TRADE LLC,36.645,14,ANAS
01/01/2026,15002370,ISTYLE MUSCAT LLC,4347.378,67,KDR
01/01/2026,15002373,ISTYLE MUSCAT LLC,4347.378,67,KDR
01/01/2026,15002374,ISTYLE MUSCAT LLC,4347.378,67,KDR
01/01/2026,15002377,ISTYLE MUSCAT LLC,2533.7445,67,KDR
03/02/2026,15002901,ISTYLE MUSCAT LLC,2221.7685,34,KDR
03/02/2026,15002905,ISTYLE MUSCAT LLC,2121.3675,34,KDR
16/02/2026,15003055,ISTYLE MUSCAT LLC,135.198,21,KDR
16/02/2026,15003056,ISTYLE MUSCAT LLC,144.186,21,KDR
16/02/2026,15003057,ISTYLE MUSCAT LLC,299.5965,21,KDR
16/02/2026,15003061,ISTYLE MUSCAT LLC,187.7505,21,KDR
08/12/2025,15002084,ADHWA ALBILLA TRADING,4613.175,91,MANSEER
15/12/2025,15002170,ADHWA ALBILLA TRADING,3039.75,84,MANSEER
23/12/2025,15002263,ADHWA ALBILLA TRADING,504,76,MANSEER
25/12/2025,15002276,ADHWA ALBILLA TRADING,1170.75,74,MANSEER
27/12/2025,15002295,ADHWA ALBILLA TRADING,1026.375,72,MANSEER
30/12/2025,15002359,ADHWA ALBILLA TRADING,327.6,69,MANSEER
05/01/2026,15002449,ADHWA ALBILLA TRADING,7318.5,63,MANSEER
06/01/2026,15002451,ADHWA ALBILLA TRADING,2063.25,62,MANSEER
06/01/2026,15002483,ADHWA ALBILLA TRADING,621.6,62,MANSEER
22/01/2026,15002703,ADHWA ALBILLA TRADING,1795.5,46,MANSEER
29/01/2026,15002847,ADHWA ALBILLA TRADING,1683.15,39,MANSEER
01/02/2026,15002871,ADHWA ALBILLA TRADING,467.25,36,MANSEER
09/02/2026,15002983,ADHWA ALBILLA TRADING,3490.725,28,MANSEER
15/02/2026,15003042,ADHWA ALBILLA TRADING,378,22,MANSEER
17/02/2026,15003073,ADHWA ALBILLA TRADING,399,20,MANSEER
17/02/2026,15003088,ADHWA ALBILLA TRADING,905.3625,20,MANSEER
28/02/2026,15003184,ADHWA ALBILLA TRADING,4.5,9,MANSEER
05/03/2026,15003247,ADHWA ALBILLA TRADING,528.885,4,MANSEER
16/12/2025,15002188,AL ASMI GOLDEN PROJECTS LLC,413.7,83,MANSEER
17/12/2025,15002204,AL ASMI GOLDEN PROJECTS LLC,126,82,MANSEER
25/12/2025,15002289,AL ASMI GOLDEN PROJECTS LLC,185.85,74,MANSEER
28/12/2025,15002321,AL ASMI GOLDEN PROJECTS LLC,302.4,71,MANSEER
30/12/2025,15002360,AL ASMI GOLDEN PROJECTS LLC,103.95,69,MANSEER
03/01/2026,15002383,AL ASMI GOLDEN PROJECTS LLC,257.25,65,MANSEER
06/01/2026,15002455,AL ASMI GOLDEN PROJECTS LLC,204.75,62,MANSEER
20/01/2026,15002633,AL ASMI GOLDEN PROJECTS LLC,887.25,48,MANSEER
22/01/2026,15002702,AL ASMI GOLDEN PROJECTS LLC,514.5,46,MANSEER
01/02/2026,15002868,AL ASMI GOLDEN PROJECTS LLC,416.85,36,MANSEER
21/02/2026,15003127,AL ASMI GOLDEN PROJECTS LLC,341.25,16,MANSEER
22/02/2026,15003133,AL ASMI GOLDEN PROJECTS LLC,110.25,15,MANSEER
11/01/2026,15002545,AL ASMI GOLDEN PROJECTS LLC (CELLCORNER DUBAI),104.475,57,MANSEER
25/01/2026,15002768,AL ASMI GOLDEN PROJECTS LLC (CELLCORNER DUBAI),224.7,43,MANSEER
05/01/2026,15002448,AL BASMA ELECTRONICS LLC. RUWI BRANCH,410.025,63,MANSEER
16/08/2025,15000923,AL HOOTI PHONE,355.655,205,MANSEER
06/01/2026,15002461,AL JASIM ELECTRONICS,921.375,62,MANSEER
29/01/2026,15002844,AL KHALILI UNITED ENTERPRISES LLC,89.25,39,MANSEER
22/12/2025,15002251,AL SAAM INTERNATIONAL L.L.C,18466.35,77,MANSEER
25/12/2025,15002278,AL SAAM INTERNATIONAL L.L.C,703.5,74,MANSEER
29/12/2025,15002335,AL SAAM INTERNATIONAL L.L.C,2100,70,MANSEER
30/12/2025,15002367,AL SAAM INTERNATIONAL L.L.C,2966.25,69,MANSEER
03/01/2026,15002381,AL SAAM INTERNATIONAL L.L.C,693,65,MANSEER
04/01/2026,15002405,AL SAAM INTERNATIONAL L.L.C,2738.4,64,MANSEER
05/01/2026,15002433,AL SAAM INTERNATIONAL L.L.C,1365,63,MANSEER
06/01/2026,15002452,AL SAAM INTERNATIONAL L.L.C,945,62,MANSEER
06/01/2026,15002457,AL SAAM INTERNATIONAL L.L.C,2399.25,62,MANSEER
06/01/2026,15002458,AL SAAM INTERNATIONAL L.L.C,483,62,MANSEER
06/01/2026,15002476,AL SAAM INTERNATIONAL L.L.C,37416.015,62,MANSEER
13/01/2026,15002587,AL SAAM INTERNATIONAL L.L.C,2541,55,MANSEER
19/01/2026,15002616,AL SAAM INTERNATIONAL L.L.C,396.9,49,MANSEER
21/01/2026,15002675,AL SAAM INTERNATIONAL L.L.C,300.3,47,MANSEER
22/01/2026,15002716,AL SAAM INTERNATIONAL L.L.C,2262.75,46,MANSEER
24/01/2026,15002723,AL SAAM INTERNATIONAL L.L.C,14229.18,44,MANSEER
27/01/2026,15002805,AL SAAM INTERNATIONAL L.L.C,530.25,41,MANSEER
28/01/2026,15002826,AL SAAM INTERNATIONAL L.L.C,252,40,MANSEER
04/02/2026,15002922,AL SAAM INTERNATIONAL L.L.C,5460,33,MANSEER
08/02/2026,15002962,AL SAAM INTERNATIONAL L.L.C,855.75,29,MANSEER
15/02/2026,15003036,AL SAAM INTERNATIONAL L.L.C,420,22,MANSEER
15/02/2026,15003046,AL SAAM INTERNATIONAL L.L.C,766.5,22,MANSEER
17/02/2026,15003068,AL SAAM INTERNATIONAL L.L.C,94.5,20,MANSEER
17/02/2026,15003087,AL SAAM INTERNATIONAL L.L.C,628.425,20,MANSEER
19/02/2026,15003114,AL SAAM INTERNATIONAL L.L.C,262.5,18,MANSEER
21/02/2026,15003128,AL SAAM INTERNATIONAL L.L.C,12055.575,16,MANSEER
22/02/2026,15003135,AL SAAM INTERNATIONAL L.L.C,15110.3925,15,MANSEER
24/02/2026,15003153,AL SAAM INTERNATIONAL L.L.C,784.35,13,MANSEER
25/02/2026,15003161,AL SAAM INTERNATIONAL L.L.C,630,12,MANSEER
